Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Myles Turner,IND,22,65,39,26,28.2,12.7,9.8,47.9,2.4,35.7,3.2,77.7,1.4,5.0,6.4,1.3,1.5,0.6,1.8,2.9,28.2,11,0,1.8,2018,0,False,0.6,C,50.9,-6.3,,C,False
Wesley Matthews,DAL,31,63,20,43,33.8,12.7,11.1,40.6,6.4,38.1,1.6,82.2,0.4,2.7,3.1,2.7,1.3,1.2,0.3,2.2,23.7,0,0,-5.1,2018,0,False,0.32,G-F,63.1,6.0,,G-F,False
Jonas Valanciunas,TOR,26,77,56,21,22.4,12.7,8.9,56.8,1.0,40.5,2.7,80.6,2.4,6.2,8.6,1.1,1.5,0.4,0.9,2.5,26.9,26,0,2.9,2018,0,False,0.73,C,48.8,-8.5,,C,False
Elfrid Payton,PHX,24,63,13,50,28.7,12.7,10.6,49.3,1.5,32.6,2.7,64.9,1.0,3.3,4.3,6.2,2.7,1.3,0.3,2.3,29.6,8,2,-7.3,2018,0,False,0.21,G,58.7,3.0,,G,False
Serge Ibaka,TOR,28,76,53,23,27.5,12.6,10.3,48.3,3.9,36.0,1.6,79.7,1.0,5.3,6.3,0.8,1.2,0.4,1.3,2.8,25.3,8,0,4.0,2018,0,False,0.7,F-C,52.9,-3.8,,F-C,False
Jabari Parker,MIL,23,31,16,15,24.0,12.6,10.7,48.2,2.6,38.3,1.7,74.1,1.4,3.5,4.9,1.9,1.5,0.8,0.3,1.6,23.2,3,0,-2.1,2018,0,False,0.52,F,57.9,0.2,,F,False
Robert Covington,PHI,27,80,51,29,31.6,12.6,10.5,41.3,6.9,36.9,1.7,85.3,0.7,4.7,5.4,2.0,1.6,1.7,0.9,3.0,28.3,7,0,6.6,2018,0,False,0.64,F,57.3,0.8,,F,False
Spencer Dinwiddie,BKN,25,80,28,52,28.8,12.6,10.5,38.7,5.4,32.6,3.4,81.3,0.5,2.7,3.2,6.6,1.6,0.9,0.3,2.3,28.1,7,0,-1.2,2018,0,False,0.35,G,56.4,1.1,,G,False
E'Twaun Moore,NOP,29,82,48,34,31.5,12.5,10.1,50.8,3.7,42.5,0.8,70.6,0.7,2.2,2.9,2.3,1.2,1.0,0.1,2.2,21.5,0,0,1.8,2018,0,False,0.59,F-G,55.5,-0.5,,F-G,False
Darren Collison,IND,30,69,39,30,29.3,12.4,9.2,49.5,3.0,46.8,2.1,88.2,0.5,2.0,2.6,5.3,1.2,1.3,0.2,1.8,26.9,6,0,1.9,2018,0,False,0.57,G,63.1,8.0,,G,False
Derrick Favors,UTA,26,77,46,31,28.0,12.3,9.1,56.3,0.8,22.2,2.8,65.1,2.6,4.6,7.2,1.3,1.1,0.7,1.1,2.1,27.0,15,0,1.9,2018,0,False,0.6,F-C,50.2,-7.0,,F-C,False
Taj Gibson,MIN,33,82,47,35,33.2,12.2,9.0,57.7,0.4,20.0,2.3,76.8,2.4,4.8,7.1,1.2,1.1,0.8,0.7,2.7,25.9,18,0,2.9,2018,0,False,0.57,F,56.3,-1.1,,F,False
Patrick Beverley,LAC,29,11,5,6,30.3,12.2,10.8,40.3,5.5,40.0,1.5,82.4,1.5,2.6,4.1,2.9,2.3,1.7,0.5,3.1,25.7,0,0,2.3,2018,0,False,0.45,G,46.5,-8.8,,G,False
Justin Holiday,CHI,29,72,24,48,31.5,12.2,10.9,37.1,6.2,35.9,2.3,82.3,0.4,3.6,4.0,2.1,1.3,1.1,0.4,1.9,23.5,2,0,-2.5,2018,0,False,0.33,G-F,58.8,2.2,,G-F,False
Marco Belinelli,PHI,32,80,39,41,24.3,12.1,9.6,44.1,4.9,37.7,2.0,90.8,0.3,1.6,1.9,1.9,1.2,0.8,0.2,1.1,18.9,0,0,-0.4,2018,0,False,0.49,G-F,63.6,7.2,,G-F,False
Gerald Green,HOU,32,41,33,8,22.7,12.1,10.1,40.7,7.3,36.9,1.5,85.0,0.4,2.9,3.2,0.6,0.8,0.6,0.4,2.1,19.0,0,0,2.3,2018,0,False,0.8,G-F,64.9,10.1,,G-F,False
Caris LeVert,BKN,23,71,25,46,26.2,12.1,10.4,43.5,3.5,34.7,2.6,71.1,0.7,2.9,3.7,4.2,2.2,1.2,0.3,2.2,25.0,3,0,-3.7,2018,0,False,0.35,G-F,58.6,2.7,,G-F,False
DeAndre Jordan,LAC,29,77,39,38,31.5,12.0,7.5,64.5,0.0,0.0,4.1,58.0,4.3,10.9,15.2,1.5,1.8,0.5,0.9,2.6,35.0,46,0,-1.7,2018,3,False,0.51,C,53.0,-4.9,,C,False
Dirk Nowitzki,DAL,40,77,24,53,24.7,12.0,9.8,45.6,4.4,40.9,1.4,89.8,0.3,5.4,5.7,1.6,0.7,0.6,0.6,1.9,24.0,5,0,-0.7,2018,12,False,0.31,C-F,55.2,-2.9,,C-F,False
Courtney Lee,NYK,32,76,27,49,30.4,12.0,9.9,45.4,3.7,40.6,1.6,91.9,0.4,2.6,2.9,2.4,1.1,1.1,0.2,1.4,21.8,1,0,-3.4,2018,0,False,0.36,G,61.0,4.4,,G,False
Andre Ingram,LAL,32,2,1,1,32.1,12.0,8.5,47.1,4.5,55.6,1.5,100.0,0.5,2.5,3.0,3.5,1.5,1.5,1.5,1.5,28.4,0,0,10.0,2018,0,False,0.5,G,42.9,-16.7,,G,False
Robin Lopez,CHI,30,64,23,41,26.4,11.8,10.1,53.0,0.2,28.6,1.4,75.6,2.1,2.4,4.5,1.9,1.7,0.2,0.8,1.7,21.6,3,0,-3.1,2018,0,False,0.36,C,54.4,-3.1,,C,False
Thaddeus Young,IND,30,81,48,33,32.2,11.8,10.7,48.7,2.2,32.0,1.1,59.8,2.3,4.0,6.3,1.9,1.3,1.7,0.4,2.2,27.2,9,0,2.6,2018,0,False,0.59,F,60.8,3.2,,F,False
Kelly Oubre Jr.,WAS,22,81,43,38,27.5,11.8,9.8,40.3,4.6,34.1,2.9,82.0,0.7,3.8,4.5,1.2,1.1,1.0,0.4,2.9,22.1,0,0,-1.4,2018,0,False,0.53,F,61.6,6.3,,F,False
Bogdan Bogdanovic,SAC,25,78,26,52,27.9,11.8,9.9,44.6,4.2,39.2,1.5,84.0,0.4,2.5,2.9,3.3,1.6,0.9,0.2,2.2,21.9,0,0,-4.6,2018,0,False,0.33,G,53.0,-3.7,,G,False
Tyler Johnson,MIA,26,72,39,33,28.5,11.7,9.9,43.5,4.5,36.7,1.8,82.2,0.5,3.0,3.4,2.3,1.1,0.8,0.5,2.1,22.1,0,0,0.6,2018,0,False,0.54,G,56.0,0.9,,G,False
Trevor Ariza,HOU,33,67,51,16,33.9,11.7,9.7,41.2,6.9,36.8,1.3,85.4,0.5,3.9,4.4,1.6,0.8,1.5,0.2,2.0,23.5,1,0,5.6,2018,0,False,0.76,F-G,65.5,8.7,,F-G,False
Domantas Sabonis,IND,22,74,45,29,24.5,11.6,8.9,51.4,0.5,35.1,3.0,75.0,2.2,5.5,7.7,2.0,1.9,0.5,0.4,3.0,25.0,15,0,0.5,2018,0,False,0.61,C-F,54.8,-1.8,,C-F,False
J.J. Barea,DAL,34,69,23,46,23.2,11.6,10.0,43.9,4.5,36.7,1.5,78.4,0.2,2.7,2.9,6.3,2.1,0.5,0.0,1.2,24.1,6,0,0.3,2018,0,False,0.33,G,61.7,5.8,,G,False
Nicolas Batum,CHA,29,64,27,37,31.0,11.6,10.2,41.5,4.3,33.6,2.0,83.1,0.9,3.9,4.8,5.5,2.0,1.0,0.4,1.1,27.6,7,2,0.1,2018,0,False,0.42,G-F,59.9,3.6,,G-F,False
De'Aaron Fox,SAC,20,73,24,49,27.7,11.6,10.9,41.2,2.1,30.7,2.7,72.3,0.5,2.3,2.8,4.4,2.4,1.0,0.3,2.2,22.8,3,0,-5.7,2018,0,False,0.33,G,61.4,6.2,,G,False
Markieff Morris,WAS,28,73,37,36,27.0,11.5,9.4,48.0,2.8,36.7,1.8,82.0,1.0,4.6,5.6,1.9,1.7,0.8,0.5,3.0,23.3,5,0,0.4,2018,0,False,0.51,F,58.8,1.5,,F,False
Rudy Gay,SAS,31,57,36,21,21.6,11.5,9.4,47.1,2.1,31.4,2.5,77.2,1.3,3.8,5.1,1.3,1.4,0.8,0.7,1.7,22.6,1,0,1.4,2018,0,False,0.63,F,55.5,-1.2,,F,False
Kelly Olynyk,MIA,27,76,42,34,23.4,11.5,8.4,49.7,3.7,37.9,2.3,77.0,1.2,4.5,5.7,2.7,1.9,0.8,0.5,2.9,24.3,7,0,3.1,2018,0,False,0.55,F-C,58.6,1.7,,F-C,False
Joe Ingles,UTA,30,82,48,34,31.4,11.5,8.8,46.7,5.7,44.0,1.0,79.5,0.3,3.9,4.2,4.8,1.9,1.1,0.2,2.2,25.8,4,0,3.2,2018,0,False,0.59,F,59.1,2.4,,F,False
Dwyane Wade,MIA,36,67,37,30,22.9,11.4,10.2,43.8,1.7,28.8,2.8,71.4,0.7,3.0,3.8,3.4,2.1,0.9,0.7,1.9,23.8,3,0,0.4,2018,8,False,0.55,G,55.5,-0.1,,G,False
Reggie Bullock,DET,27,62,32,30,27.9,11.3,8.8,48.9,4.5,44.5,0.8,79.6,0.4,2.0,2.5,1.5,0.8,0.8,0.2,1.1,18.7,0,0,0.4,2018,0,False,0.52,G-F,59.5,3.6,,G-F,False
Terry Rozier,BOS,24,80,54,26,25.9,11.3,10.0,39.5,5.0,38.1,1.9,77.2,0.8,3.9,4.7,2.9,1.0,1.0,0.2,1.5,24.0,1,1,1.5,2018,0,False,0.68,G,61.8,6.1,,G,False
Wayne Ellington,MIA,30,77,42,35,26.5,11.2,9.1,40.7,7.5,39.2,1.0,85.9,0.3,2.5,2.8,1.0,0.7,0.7,0.1,1.2,17.9,0,0,1.6,2018,0,False,0.55,G,58.0,2.6,,G,False
Frank Kaminsky,CHA,25,79,35,44,23.2,11.1,9.1,42.9,3.5,38.0,2.5,79.9,0.6,3.1,3.6,1.6,0.8,0.5,0.2,1.2,19.1,0,0,-0.7,2018,0,False,0.44,F-C,57.7,1.7,,F-C,False
Draymond Green,GSW,28,70,48,22,32.7,11.0,8.8,45.4,3.7,30.1,2.5,77.5,1.1,6.6,7.6,7.3,2.9,1.4,1.3,2.6,36.2,23,3,4.4,2018,2,False,0.69,F,52.0,-5.1,,F,False
Montrezl Harrell,LAC,24,76,39,37,17.0,11.0,7.2,63.5,0.1,14.3,2.9,62.6,1.4,2.7,4.0,1.0,0.9,0.5,0.7,1.9,19.9,0,0,0.7,2018,0,False,0.51,F-C,52.2,-4.7,,F-C,False
Dillon Brooks,MEM,22,82,22,60,28.7,11.0,9.4,44.0,3.2,35.6,2.0,74.7,0.6,2.5,3.1,1.6,1.5,0.9,0.2,2.8,19.0,0,0,-3.0,2018,0,False,0.27,F-G,61.1,4.7,,F-G,False
Ish Smith,DET,29,82,39,43,24.9,10.9,9.8,48.6,1.2,34.7,1.4,69.8,0.3,2.4,2.7,4.4,1.3,0.8,0.2,1.7,22.5,3,0,0.5,2018,0,False,0.48,G,54.5,-1.3,,G,False
Ersan Ilyasova,PHI,31,69,36,33,25.1,10.9,8.9,45.2,3.7,36.0,2.0,77.8,1.7,4.2,5.9,1.3,1.0,0.9,0.4,2.3,22.6,7,0,0.3,2018,0,False,0.52,F,52.5,-4.4,,F,False
Jeff Green,CLE,31,78,47,31,23.4,10.8,7.9,47.7,2.2,31.2,3.0,86.8,0.8,2.4,3.2,1.3,1.0,0.5,0.4,1.9,18.5,1,0,1.3,2018,0,False,0.6,F,59.8,3.0,,F,False
Joe Harris,BKN,26,78,27,51,25.3,10.8,8.0,49.1,4.6,41.9,1.3,82.7,0.7,2.7,3.3,1.6,1.2,0.4,0.3,2.0,18.3,2,0,-1.5,2018,0,False,0.35,F-G,56.6,0.5,,F-G,False
James Johnson,MIA,31,73,37,36,26.6,10.8,8.4,50.3,2.5,30.8,2.2,69.8,0.8,4.1,4.9,3.8,1.9,1.0,0.7,2.6,25.5,6,0,0.0,2018,0,False,0.51,F,47.1,-9.9,,F,False
Damion Lee,ATL,25,15,4,11,27.0,10.7,10.1,40.8,4.0,25.0,1.9,75.9,0.7,4.0,4.7,1.9,0.9,1.3,0.1,1.7,22.4,0,0,-1.6,2018,0,False,0.27,G,53.4,-4.0,,G,False
John Collins,ATL,20,74,21,53,24.1,10.5,7.4,57.6,0.6,34.0,2.5,71.5,2.4,4.9,7.3,1.3,1.4,0.6,1.1,2.9,25.0,11,0,-3.0,2018,0,False,0.28,F-C,50.6,-7.0,,F-C,False
JaMychal Green,MEM,28,55,11,44,28.0,10.3,8.9,45.7,2.3,33.9,2.0,72.1,2.7,5.8,8.4,1.4,1.4,0.6,0.5,2.8,24.4,16,0,-4.5,2018,0,False,0.2,F,58.6,1.0,,F,False
Jamal Crawford,MIN,38,80,45,35,20.7,10.3,9.3,41.5,3.9,33.1,1.4,90.3,0.3,1.0,1.2,2.3,1.2,0.5,0.1,1.1,15.9,0,0,-1.9,2018,0,False,0.56,G,66.1,10.8,,G,False
Greg Monroe,BOS,28,51,21,30,20.4,10.3,7.6,56.5,0.0,0.0,2.3,73.9,2.1,4.7,6.9,2.2,1.8,0.9,0.5,1.9,24.0,9,1,-4.2,2018,0,False,0.41,C-F,53.4,-3.8,,C-F,False
Yogi Ferrell,DAL,25,82,24,58,27.8,10.2,8.9,42.6,4.4,37.3,1.3,79.6,0.3,2.7,3.0,2.5,1.0,0.8,0.1,1.9,19.3,3,0,0.0,2018,0,False,0.29,G,62.7,6.7,,G,False
D.J. Augustin,ORL,30,75,23,52,23.5,10.2,7.2,45.2,3.6,41.9,2.5,86.8,0.4,1.7,2.1,3.8,1.6,0.7,0.0,1.3,19.0,2,0,-1.7,2018,0,False,0.31,G,62.5,7.3,,G,False
Marcus Smart,BOS,24,54,38,16,29.9,10.2,9.5,36.7,4.6,30.1,2.5,72.9,0.8,2.7,3.5,4.8,2.4,1.3,0.4,2.5,24.4,0,0,3.9,2018,0,False,0.7,G,59.5,3.2,,G,False
Denzel Valentine,CHI,24,77,26,51,27.2,10.2,9.4,41.7,4.8,38.6,0.7,74.5,0.6,4.5,5.1,3.2,1.3,0.8,0.1,2.4,22.7,5,0,-3.5,2018,0,False,0.34,F,62.7,5.7,,F,False
Lonzo Ball,LAL,20,52,24,28,34.2,10.2,10.8,36.0,5.7,30.5,1.4,45.1,1.3,5.6,6.9,7.2,2.6,1.7,0.8,2.3,34.3,13,2,-0.4,2018,0,False,0.46,G,54.5,-1.5,,G,False
Pau Gasol,SAS,37,77,45,32,23.5,10.1,8.1,45.8,1.6,35.8,2.7,75.6,1.7,6.4,8.0,3.1,1.4,0.3,1.0,1.6,27.0,16,1,0.8,2018,4,False,0.58,C,49.3,-7.3,,C,False
Patty Mills,SAS,29,82,47,35,25.7,10.0,8.3,41.1,5.0,37.2,1.4,89.0,0.3,1.6,1.9,2.8,1.3,0.7,0.1,1.6,17.6,0,0,1.4,2018,0,False,0.57,G,58.7,2.7,,G,False
CJ Miles,TOR,31,70,50,20,19.1,10.0,8.6,37.9,6.5,36.1,1.4,83.5,0.3,1.9,2.2,0.8,0.6,0.5,0.3,1.9,15.7,0,0,3.9,2018,0,False,0.71,F-G,54.6,-0.9,,F-G,False
Wilson Chandler,DEN,31,74,41,33,31.7,10.0,8.5,44.5,3.3,35.8,1.5,77.2,1.4,4.0,5.4,2.1,1.2,0.6,0.5,2.1,21.7,4,0,0.8,2018,0,False,0.55,F,53.2,-4.1,,F,False
George Hill,CLE,32,67,28,39,27.0,10.0,7.7,46.0,3.1,41.5,2.1,78.6,0.6,2.1,2.7,2.8,1.3,0.9,0.4,1.9,20.0,0,0,-1.8,2018,0,False,0.42,G,57.9,1.7,,G,False
Dewayne Dedmon,ATL,28,62,18,44,24.9,10.0,7.7,52.4,2.3,35.5,1.4,77.9,1.6,6.3,7.9,1.5,1.4,0.6,0.8,2.6,24.6,15,0,-2.5,2018,0,False,0.29,C,52.2,-5.1,,C,False
Trey Lyles,DEN,22,73,41,32,19.1,9.9,7.5,49.1,3.0,38.1,2.0,70.6,0.8,4.0,4.8,1.2,0.8,0.4,0.5,1.5,19.3,6,0,0.1,2018,0,False,0.56,F,53.3,-2.8,,F,False
Tyrone Wallace,LAC,24,30,17,13,28.4,9.7,8.2,44.5,1.3,25.0,2.6,78.2,0.7,2.8,3.5,2.4,1.5,0.9,0.4,2.8,19.9,0,0,-0.8,2018,0,False,0.57,G,57.6,1.4,,G,False
Jae Crowder,UTA,27,80,52,28,26.1,9.7,8.4,40.4,4.3,32.3,1.9,81.8,0.7,2.7,3.4,1.2,0.9,0.8,0.3,2.3,17.9,0,0,0.3,2018,0,False,0.65,F,55.0,-1.3,,F,False
Mario Hezonja,ORL,23,75,21,54,22.1,9.6,8.2,44.2,3.6,33.7,1.4,81.9,0.5,3.2,3.7,1.4,1.1,1.1,0.4,1.8,19.6,2,0,-2.7,2018,0,False,0.28,F-G,58.6,2.2,,F-G,False
Marvin Williams,CHA,32,78,33,45,25.7,9.5,7.2,45.8,3.9,41.3,1.6,82.9,0.9,3.8,4.7,1.2,0.8,0.7,0.5,1.5,19.8,3,0,0.9,2018,0,False,0.42,F,58.1,0.8,,F,False
Milos Teodosic,LAC,31,45,29,16,25.2,9.5,8.0,41.9,5.2,37.9,1.0,84.8,0.4,2.4,2.8,4.6,2.2,0.5,0.1,2.3,19.6,0,0,1.9,2018,0,False,0.64,G,61.4,6.2,,G,False
Andrew Harrison,MEM,23,56,17,39,23.7,9.5,7.7,42.2,2.5,33.1,2.8,78.0,0.4,1.9,2.3,3.2,1.4,0.7,0.5,2.5,19.0,0,0,-3.6,2018,0,False,0.3,G,54.6,-0.6,,G,False
Quinn Cook,GSW,25,33,21,12,22.4,9.5,7.6,48.4,3.2,44.2,0.8,88.0,0.3,2.2,2.5,2.7,1.0,0.4,0.0,1.8,16.7,0,0,-1.2,2018,0,False,0.64,G,56.1,1.9,,G,False
Ryan Anderson,HOU,30,66,52,14,26.1,9.3,7.3,43.1,5.1,38.6,1.4,77.4,1.4,3.6,5.0,0.9,0.6,0.4,0.3,1.9,18.1,2,0,3.8,2018,0,False,0.79,F,51.2,-4.7,,F,False
Al-Farouq Aminu,POR,27,69,40,29,30.0,9.3,8.4,39.5,4.9,36.9,1.2,73.8,1.4,6.2,7.6,1.2,1.1,1.1,0.6,2.0,24.3,9,0,3.2,2018,0,False,0.58,F,51.1,-7.3,,F,False
Mike James,NOP,27,36,11,25,19.1,9.3,8.9,38.3,2.7,26.5,2.3,76.2,0.4,2.1,2.5,3.5,1.4,0.8,0.2,1.3,19.1,0,0,-1.1,2018,0,False,0.31,G,56.9,2.0,,G,False
Wayne Selden,MEM,23,35,10,25,19.8,9.3,7.7,43.1,3.5,40.2,1.7,74.6,0.5,1.1,1.6,1.9,1.5,0.5,0.1,1.7,14.5,0,0,-2.9,2018,0,False,0.29,G-F,72.3,17.2,,G-F,False
Lance Stephenson,IND,27,82,48,34,22.6,9.2,8.6,42.7,2.8,28.9,1.5,66.1,0.8,4.4,5.2,2.9,1.6,0.6,0.2,2.2,20.4,3,0,-1.3,2018,0,False,0.59,G,61.8,6.5,,G,False
Kyle Korver,CLE,37,73,43,30,21.6,9.2,6.6,45.9,5.2,43.6,1.0,88.9,0.1,2.1,2.3,1.2,0.8,0.4,0.4,1.8,15.4,0,0,3.8,2018,0,False,0.59,G,60.1,4.9,,G,False
Michael Kidd-Gilchrist,CHA,24,74,34,40,25.0,9.2,7.6,50.4,0.0,0.0,2.3,68.4,1.1,2.9,4.1,1.0,0.7,0.7,0.4,1.9,18.2,2,0,0.7,2018,0,False,0.46,F,56.7,-0.4,,F,False
Anthony Tolliver,DET,33,79,37,42,22.2,8.9,6.0,46.4,4.6,43.6,1.7,79.7,0.6,2.4,3.1,1.1,0.7,0.4,0.3,1.8,15.5,1,0,0.3,2018,0,False,0.47,F,49.8,-7.3,,F,False
Troy Daniels,PHX,26,79,20,59,20.5,8.9,7.3,40.3,5.8,40.0,0.8,87.5,0.2,1.5,1.6,0.6,0.7,0.3,0.1,1.7,12.2,0,0,-5.2,2018,0,False,0.25,G,62.1,5.9,,G,False
Manu Ginobili,SAS,40,65,39,26,20.0,8.9,7.1,43.4,3.0,33.3,2.0,84.0,0.3,1.9,2.2,2.5,1.6,0.7,0.2,1.9,16.4,0,0,1.1,2018,2,False,0.6,G,53.0,-2.7,,G,False
Cameron Payne,CHI,23,25,7,18,23.3,8.8,8.6,40.5,3.6,38.5,0.6,75.0,0.7,2.0,2.8,4.5,1.4,1.0,0.4,1.8,21.7,1,0,-3.6,2018,0,False,0.28,G,57.9,4.4,,G,False
Mike Scott,WAS,29,76,39,37,18.5,8.8,6.9,52.7,2.1,40.5,1.0,65.8,0.7,2.6,3.3,1.1,1.0,0.3,0.1,1.9,14.5,0,0,-1.1,2018,0,False,0.51,F,56.8,0.7,,F,False
John Henson,MIL,27,76,39,37,25.9,8.8,6.6,57.2,0.1,14.3,2.1,57.0,2.0,4.8,6.8,1.5,1.1,0.6,1.4,2.7,24.1,10,0,2.2,2018,0,False,0.51,C,55.8,-1.2,,C,False
Johnathan Motley,DAL,23,11,1,10,16.0,8.7,6.8,53.3,0.5,16.7,2.5,53.6,1.3,3.2,4.5,0.6,0.8,0.3,0.2,1.6,15.6,1,0,-1.5,2018,0,False,0.09,F,62.5,7.2,,F,False
Skal Labissiere,SAC,22,60,19,41,20.7,8.7,7.6,44.8,0.9,35.3,2.0,80.5,1.6,3.2,4.8,1.2,1.2,0.4,0.8,2.2,18.7,3,0,-2.0,2018,0,False,0.32,F-C,54.9,-2.7,,F-C,False
Terrence Ross,ORL,27,24,10,14,25.0,8.7,8.0,39.8,3.9,32.3,1.5,75.0,0.4,2.6,3.0,1.6,1.2,1.1,0.5,1.9,18.3,0,0,-2.0,2018,0,False,0.42,G-F,53.1,-2.5,,G-F,False
Shabazz Napier,POR,26,74,46,28,20.7,8.7,7.2,42.0,2.9,37.6,1.9,84.1,0.4,1.9,2.3,2.0,1.2,1.1,0.2,1.1,17.1,0,0,1.1,2018,0,False,0.62,G,56.6,1.9,,G,False
Larry Nance Jr.,CLE,25,66,32,34,21.5,8.7,6.3,58.1,0.2,16.7,2.1,66.4,2.4,4.4,6.8,1.2,0.8,1.3,0.6,2.6,23.7,11,0,0.3,2018,0,False,0.48,F,58.7,0.9,,F,False
Stanley Johnson,DET,22,69,33,36,27.4,8.7,8.1,37.5,3.4,28.6,2.1,77.2,0.5,3.2,3.7,1.6,1.1,1.4,0.2,2.4,19.1,2,0,-0.7,2018,0,False,0.48,F,54.9,-2.7,,F,False
Emmanuel Mudiay,NYK,22,64,29,35,19.4,8.6,8.2,38.8,2.3,31.8,2.0,76.0,0.4,2.0,2.4,3.2,1.8,0.6,0.2,1.3,17.0,1,0,-4.2,2018,0,False,0.45,G,56.9,1.6,,G,False
Fred VanVleet,TOR,24,76,55,21,20.0,8.6,7.2,42.6,3.4,41.4,1.3,83.2,0.3,2.1,2.4,3.2,1.0,0.9,0.3,1.7,18.8,0,0,4.6,2018,0,False,0.72,G,47.0,-7.2,,G,False
Isaiah Canaan,PHX,27,20,9,11,21.1,8.6,6.9,38.0,3.3,33.3,2.6,90.2,0.3,2.0,2.3,3.8,1.5,0.8,0.1,1.8,18.1,0,0,1.0,2018,0,False,0.45,G,67.2,11.9,,G,False
Danny Green,SAS,31,70,40,30,25.6,8.6,8.0,38.7,4.6,36.3,0.9,76.9,0.6,3.0,3.6,1.6,1.1,0.9,1.1,1.7,20.3,0,0,1.3,2018,0,False,0.57,G-F,55.8,-0.7,,G-F,False
Alex Len,PHX,25,69,20,49,20.2,8.5,5.5,56.6,0.0,33.3,3.3,68.4,2.5,5.0,7.5,1.2,1.1,0.4,0.9,2.3,22.0,12,0,-3.7,2018,0,False,0.29,C,49.0,-8.6,,C,False
Jonathan Gibson,BOS,30,4,2,2,10.0,8.5,5.8,60.9,3.0,50.0,0.0,0.0,0.0,0.8,0.8,1.0,0.8,0.0,0.0,1.3,10.2,0,0,-0.3,2018,0,False,0.5,G,40.0,-5.0,,G,False
Dwight Powell,DAL,26,79,23,56,21.2,8.5,5.4,59.3,1.1,33.3,2.3,71.9,1.7,3.9,5.6,1.2,0.7,0.8,0.4,2.4,20.0,5,0,0.1,2018,0,False,0.29,C-F,56.7,-0.8,,C-F,False
Jerami Grant,OKC,24,81,48,33,20.3,8.4,5.6,53.5,1.4,29.1,3.0,67.5,1.1,2.9,3.9,0.7,0.7,0.4,1.0,1.9,17.5,2,0,0.2,2018,0,False,0.59,F,50.3,-6.7,,F,False
Garrett Temple,SAC,32,65,23,42,24.8,8.4,7.3,41.8,3.5,39.2,1.2,76.9,0.3,2.0,2.3,1.9,1.2,0.9,0.4,2.1,16.7,0,0,-4.0,2018,0,False,0.35,F-G,57.5,1.5,,F-G,False
Marcin Gortat,WAS,34,82,43,39,25.3,8.4,6.8,51.8,0.0,0.0,2.0,67.5,2.2,5.4,7.6,1.8,1.2,0.5,0.7,2.1,22.8,15,0,1.3,2018,0,False,0.52,C,55.0,-2.6,,C,False
Devin Harris,DEN,35,71,33,38,18.9,8.4,6.4,41.2,3.2,34.8,2.4,83.5,0.2,1.6,1.8,2.1,1.1,0.7,0.2,2.2,15.2,0,0,1.5,2018,0,False,0.46,G,58.6,2.7,,G,False
Jerian Grant,CHI,25,74,24,50,22.8,8.4,6.8,41.6,2.5,32.6,2.5,74.5,0.4,1.9,2.3,4.6,1.2,0.9,0.1,1.8,19.7,5,0,-3.4,2018,0,False,0.32,G,58.7,3.2,,G,False
Derrick Rose,MIN,29,25,15,10,16.8,8.4,7.4,43.5,1.2,23.3,1.8,87.0,0.5,0.9,1.4,1.5,1.4,0.3,0.2,0.6,12.2,0,0,-2.1,2018,1,False,0.6,G,61.5,5.1,,G,False
JR Smith,CLE,32,80,49,31,28.1,8.3,7.4,40.3,4.8,37.5,0.7,69.6,0.4,2.6,2.9,1.8,1.0,0.9,0.1,2.0,16.4,0,0,-1.5,2018,0,False,0.61,G-F,66.0,9.3,,G-F,False
Rajon Rondo,NOP,32,65,41,24,26.2,8.3,7.6,46.8,2.3,33.3,0.7,54.3,0.5,3.6,4.0,8.2,2.3,1.1,0.2,1.8,26.8,15,2,0.3,2018,1,False,0.63,G,59.3,3.9,,G,False
Evan Turner,POR,29,79,48,31,25.7,8.2,7.3,44.7,1.7,31.8,1.4,85.0,0.4,2.7,3.1,2.2,1.3,0.6,0.4,2.1,16.8,0,0,-0.6,2018,0,False,0.61,F-G,50.8,-5.2,,F-G,False
Thabo Sefolosha,UTA,34,38,16,22,21.2,8.2,6.3,49.2,2.2,38.1,1.4,81.5,0.8,3.5,4.2,0.9,0.8,1.4,0.3,1.6,18.9,2,0,1.5,2018,0,False,0.42,F,54.4,-2.9,,F,False
Jarrett Allen,BKN,20,72,25,47,20.0,8.2,5.5,58.9,0.2,33.3,2.0,77.6,2.0,3.4,5.4,0.7,1.1,0.4,1.2,2.0,19.3,4,0,-2.0,2018,0,False,0.35,C,51.7,-5.7,,C,False
Dante Exum,UTA,22,14,10,4,16.8,8.1,6.2,48.3,1.3,27.8,2.2,80.6,0.3,1.6,1.9,3.1,1.4,0.6,0.2,1.4,15.9,0,0,2.3,2018,0,False,0.71,G,47.1,-8.4,,G,False
Dejounte Murray,SAS,21,81,47,34,21.5,8.1,7.5,44.3,0.4,26.5,1.8,70.9,1.4,4.3,5.7,2.9,1.7,1.2,0.4,1.9,22.2,7,0,1.9,2018,0,False,0.58,G,54.3,-2.1,,G,False
