Player,Team,AGE,GP,W,L,MIN,PTS,FGA,FG%,3PA,3P%,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Year,累積前三隊,當年有無入選,勝率,position,DFG_percent,DIFF_percent,Pos,Final_Position,是否首次入選
Gian Clavell,DAL,24,7,0,7,9.1,2.9,2.6,33.3,2.1,40.0,0.3,100.0,0.1,0.9,1.0,0.4,0.3,0.3,0.0,1.1,5.3,0,0,2.7,2018,0,False,0.0,G,40.0,-16.8,,G,False
Darrell Arthur,DEN,30,19,12,7,7.4,2.8,2.5,46.8,1.2,34.8,0.2,66.7,0.2,0.6,0.8,0.5,0.8,0.4,0.2,1.2,5.4,0,0,-1.7,2018,0,False,0.63,F,62.2,5.0,,F,False
James Young,PHI,22,6,4,2,10.2,2.8,2.3,35.7,1.7,30.0,1.0,66.7,0.0,0.3,0.3,0.3,0.2,0.0,0.0,0.7,3.6,0,0,-4.3,2018,0,False,0.67,G-F,33.3,-19.1,,G-F,False
Briante Weber,MEM,25,18,8,10,13.1,2.8,2.4,44.2,0.6,36.4,0.6,80.0,0.4,1.5,1.9,1.2,0.8,1.0,0.3,1.6,9.9,0,0,-5.9,2018,0,False,0.44,G,67.1,12.4,,G,False
Semi Ojeleye,BOS,23,73,50,23,15.8,2.7,2.6,34.6,1.7,32.0,0.6,61.0,0.5,1.7,2.2,0.3,0.3,0.3,0.1,1.2,6.4,0,0,-2.5,2018,0,False,0.68,F,56.9,0.5,,F,False
James Michael McAdoo,PHI,25,3,1,2,6.0,2.7,2.3,28.6,2.3,28.6,0.7,100.0,0.0,0.7,0.7,0.0,0.3,0.0,0.3,0.3,4.1,0,0,0.3,2018,0,False,0.33,F,50.0,-0.7,,F,False
Ekpe Udoh,UTA,31,63,36,27,12.9,2.6,1.9,50.0,0.0,0.0,0.9,75.0,1.1,1.3,2.4,0.8,0.3,0.7,1.2,1.7,11.9,0,0,1.0,2018,0,False,0.57,C-F,47.1,-9.3,,C-F,False
Josh Magette,ATL,28,18,3,15,12.0,2.6,2.6,32.6,1.2,36.4,0.4,100.0,0.1,0.9,1.1,3.2,0.5,0.4,0.1,0.9,9.6,0,0,-0.1,2018,0,False,0.17,G,54.3,3.1,,G,False
Malcolm Miller,TOR,25,15,15,0,8.4,2.5,1.9,46.4,1.4,38.1,0.3,100.0,0.3,0.7,1.0,0.2,0.3,0.1,0.1,0.7,4.3,0,0,0.5,2018,0,False,1.0,F,63.2,6.3,,F,False
Bobby Brown,HOU,33,20,17,3,5.7,2.5,2.9,32.8,2.0,27.5,0.1,50.0,0.0,0.4,0.4,0.6,0.5,0.2,0.0,0.3,3.9,0,0,-3.0,2018,0,False,0.85,G,60.0,7.9,,G,False
Lucas Nogueira,TOR,25,49,36,13,8.5,2.5,1.6,61.3,0.4,26.3,0.6,67.9,0.4,1.4,1.8,0.4,0.3,0.5,0.9,1.0,9.0,0,0,1.8,2018,0,False,0.73,C,51.7,-4.4,,C,False
Ron Baker,NYK,25,29,12,17,13.3,2.4,2.0,33.9,1.1,33.3,0.9,76.9,0.2,0.9,1.0,1.6,0.6,0.9,0.2,1.1,8.8,0,0,0.6,2018,0,False,0.41,G,53.4,-1.6,,G,False
Chris McCullough,WAS,23,19,11,8,4.7,2.4,2.2,42.9,0.4,12.5,0.7,64.3,0.4,0.9,1.3,0.2,0.1,0.0,0.3,0.4,5.0,0,0,-0.8,2018,0,False,0.58,F,58.8,5.1,,F,False
Solomon Hill,NOP,27,12,8,4,15.6,2.4,3.4,26.8,1.8,19.0,0.5,50.0,0.8,2.3,3.0,1.8,0.8,0.6,0.1,1.8,10.0,0,0,-2.2,2018,0,False,0.67,F,71.1,12.7,,F,False
Marcus Paige,CHA,24,5,4,1,5.6,2.4,2.8,28.6,1.6,25.0,0.4,100.0,0.0,0.8,0.8,0.6,0.0,0.0,0.0,0.0,4.3,0,0,1.6,2018,0,False,0.8,G,100.0,21.1,,G,False
Guerschon Yabusele,BOS,22,33,24,9,7.1,2.4,1.8,42.6,1.1,32.4,0.7,68.2,0.5,1.1,1.6,0.5,0.4,0.1,0.2,0.7,5.5,0,0,-0.2,2018,0,False,0.73,F,57.8,3.6,,F,False
Brice Johnson,MEM,24,18,2,16,5.4,2.4,2.3,47.6,0.1,0.0,0.3,60.0,0.5,1.2,1.7,0.1,0.3,0.5,0.3,0.7,6.8,0,0,-0.4,2018,0,False,0.11,F,47.4,-8.2,,F,False
Aaron Brooks,MIN,33,32,19,13,5.9,2.3,2.2,40.6,1.0,35.5,0.3,72.7,0.2,0.3,0.5,0.6,0.3,0.2,0.0,0.9,4.1,0,0,-2.3,2018,0,False,0.59,G,70.0,15.0,,G,False
Josh Huestis,OKC,26,69,43,26,14.2,2.3,2.6,33.0,1.7,28.7,0.3,30.0,0.6,1.7,2.3,0.3,0.4,0.2,0.6,1.2,7.7,0,0,1.6,2018,0,False,0.62,G,52.0,-4.4,,G,False
Brandon Paul,SAS,27,64,38,26,9.0,2.3,2.0,43.3,0.8,27.8,0.7,51.2,0.1,1.0,1.1,0.6,0.5,0.4,0.1,0.9,5.5,0,0,-0.1,2018,0,False,0.59,G,61.0,6.0,,G,False
Lorenzo Brown,TOR,27,14,9,5,9.9,2.3,2.4,41.2,0.9,16.7,0.1,100.0,0.1,1.0,1.1,0.9,0.2,0.4,0.0,0.5,5.8,0,0,3.3,2018,0,False,0.64,G,64.7,11.1,,G,False
Rashad Vaughn,ORL,21,28,13,15,7.6,2.3,2.0,41.1,1.3,37.8,0.2,66.7,0.1,0.6,0.8,0.5,0.2,0.2,0.1,0.5,4.5,0,0,-0.4,2018,0,False,0.46,G,48.5,-7.0,,G,False
Caleb Swanigan,POR,21,27,16,11,7.0,2.3,2.2,40.0,0.3,12.5,0.7,66.7,0.6,1.4,2.0,0.5,0.7,0.2,0.1,1.4,5.7,0,0,-0.4,2018,0,False,0.59,F-C,50.0,-6.4,,F-C,False
John Holland,CLE,29,24,17,7,7.3,2.3,2.5,28.8,1.5,30.6,0.5,69.2,0.3,0.8,1.0,0.2,0.3,0.3,0.1,0.4,4.6,0,0,-1.2,2018,0,False,0.71,G-F,65.8,11.0,,G-F,False
Bruno Caboclo,SAC,22,12,4,8,8.9,2.2,2.6,29.0,1.4,17.6,0.5,83.3,0.6,1.3,1.8,0.3,0.3,0.3,0.3,0.7,6.3,0,0,0.9,2018,0,False,0.33,F,57.1,-1.0,,F,False
Eric Moreland,DET,26,67,32,35,12.0,2.1,1.8,54.1,0.0,0.0,0.4,37.9,1.2,2.9,4.1,1.2,0.6,0.5,0.8,1.7,11.9,2,0,0.1,2018,0,False,0.48,F-C,55.1,-3.1,,F-C,False
Georgios Papagiannis,POR,20,17,3,14,7.2,2.1,2.5,42.9,0.0,0.0,0.0,0.0,0.8,1.4,2.2,0.5,0.5,0.2,0.4,0.7,6.8,0,0,-0.3,2018,0,False,0.18,C,72.1,13.9,,C,False
Nick Collison,OKC,37,15,9,6,5.0,2.1,1.3,68.4,0.0,0.0,0.9,38.5,0.5,0.9,1.3,0.3,0.5,0.0,0.0,0.5,3.6,0,0,-0.3,2018,0,False,0.6,F-C,62.5,6.6,,F-C,False
Daniel Hamilton,OKC,22,6,5,1,4.6,2.0,1.8,45.5,0.8,40.0,0.0,0.0,0.0,0.8,0.8,1.3,0.3,0.2,0.0,0.3,5.2,0,0,-2.0,2018,0,False,0.83,G-F,100.0,54.7,,G-F,False
Devin Robinson,WAS,23,1,0,1,13.2,2.0,3.0,33.3,0.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,2.0,11.0,0,0,10.0,2018,0,False,0.0,,,,,,False
Edmond Sumner,IND,22,1,0,1,2.2,2.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,-6.0,2018,0,False,0.0,,,,,,False
Gordon Hayward,BOS,28,1,0,1,5.3,2.0,2.0,50.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,3.2,0,0,3.0,2018,0,False,0.0,F,100.0,45.8,,F,False
Jeremy Evans,ATL,30,1,0,1,5.4,2.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.2,0,0,-4.0,2018,0,False,0.0,F,100.0,43.7,,F,False
Justin Patton,MIN,21,1,0,1,3.7,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0,0,3.0,2018,0,False,0.0,,,,,,False
Luol Deng,LAL,33,1,0,1,13.1,2.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,5.5,0,0,-7.0,2018,0,False,0.0,F,28.6,-26.3,,F,False
Mangok Mathiang,CHA,25,4,3,1,5.0,2.0,1.8,57.1,0.0,0.0,0.3,0.0,0.8,1.8,2.5,0.0,0.0,0.3,0.0,1.3,5.8,0,0,0.3,2018,0,False,0.75,F-C,66.7,10.9,,F-C,False
Ryan Arcidiacono,CHI,24,24,6,18,12.7,2.0,1.7,41.5,1.3,29.0,0.3,83.3,0.0,1.0,1.0,1.5,0.5,0.5,0.0,0.8,6.5,0,0,-1.0,2018,0,False,0.25,G,50.0,-4.0,,G,False
Quincy Pondexter,CHI,30,23,6,17,8.5,2.0,2.1,28.6,1.0,13.6,0.7,82.4,0.3,0.8,1.2,0.4,0.5,0.3,0.1,1.0,4.8,0,0,-3.9,2018,0,False,0.26,G,57.9,1.0,,G,False
Kyle Singler,OKC,30,12,5,7,4.9,1.9,1.8,33.3,0.4,40.0,1.1,53.8,0.1,0.8,0.8,0.2,0.3,0.1,0.0,0.3,3.2,0,0,-0.1,2018,0,False,0.42,F,57.1,-2.5,,F,False
Derrick Walton Jr.,MIA,23,16,8,8,9.2,1.8,1.6,32.0,1.1,41.2,0.4,100.0,0.1,0.9,1.0,1.0,0.1,0.4,0.2,0.4,6.3,0,0,-1.9,2018,0,False,0.5,G,56.0,2.0,,G,False
Dakari Johnson,OKC,22,31,21,10,5.2,1.8,1.3,56.4,0.0,0.0,0.6,55.0,0.5,0.6,1.1,0.3,0.1,0.2,0.3,0.9,4.7,0,0,1.1,2018,0,False,0.68,C,59.5,1.4,,C,False
Marshall Plumlee,MIL,25,8,5,3,6.5,1.8,0.4,33.3,0.0,0.0,2.0,75.0,0.5,1.6,2.1,0.3,0.4,0.0,0.1,1.3,4.7,0,0,-0.1,2018,0,False,0.62,C,52.4,-5.5,,C,False
DeAndre Liggins,NOP,30,58,34,24,12.5,1.7,1.8,37.7,0.9,35.8,0.1,40.0,0.1,1.2,1.3,0.8,0.3,0.6,0.2,1.4,6.8,0,0,-3.6,2018,0,False,0.59,G,59.5,5.7,,G,False
Damien Wilkins,IND,38,19,10,9,8.0,1.7,2.1,33.3,0.9,22.2,0.2,75.0,0.3,0.6,0.8,0.5,0.3,0.1,0.1,0.4,3.7,0,0,1.4,2018,0,False,0.53,G-F,47.6,-7.6,,G-F,False
Joakim Noah,NYK,33,7,1,6,5.7,1.7,1.4,50.0,0.0,0.0,0.6,50.0,0.9,1.1,2.0,0.6,0.6,0.3,0.3,0.7,6.1,0,0,0.0,2018,1,False,0.14,C,40.0,-15.0,,C,False
Larry Drew II,NOP,28,10,6,4,7.0,1.7,2.4,29.2,0.9,33.3,0.0,0.0,0.3,0.0,0.3,1.0,0.3,0.0,0.0,0.6,3.3,0,0,-1.3,2018,0,False,0.6,G,41.7,-10.6,,G,False
Damian Jones,GSW,23,15,7,8,5.9,1.7,1.5,50.0,0.0,0.0,0.3,60.0,0.3,0.6,0.9,0.1,0.3,0.1,0.2,0.9,3.5,0,0,0.0,2018,0,False,0.47,C,46.2,-8.9,,C,False
Matt Williams Jr.,MIA,24,3,1,2,3.8,1.7,2.0,33.3,1.7,20.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,0.0,0.3,1.7,0,0,5.3,2018,0,False,0.33,G,0.0,-59.8,,G,False
Furkan Korkmaz,PHI,20,14,11,3,5.7,1.6,2.0,28.6,1.2,29.4,0.3,50.0,0.1,0.6,0.8,0.3,0.1,0.1,0.1,0.9,3.5,0,0,-3.1,2018,0,False,0.79,G-F,88.9,35.6,,G-F,False
James Webb III,BKN,24,10,1,9,12.0,1.6,2.4,25.0,1.9,21.1,0.0,0.0,0.8,1.6,2.4,0.4,0.4,0.1,0.0,1.0,5.0,0,0,-2.6,2018,0,False,0.1,F,59.3,4.0,,F,False
Alfonzo McKinnie,TOR,25,14,13,1,3.8,1.5,1.1,53.3,0.6,33.3,0.2,66.7,0.1,0.4,0.5,0.1,0.2,0.1,0.1,0.6,2.4,0,0,-1.0,2018,0,False,0.93,F,50.0,-2.4,,F,False
Andrew Bogut,LAL,33,24,7,17,9.0,1.5,1.0,68.0,0.0,0.0,0.1,100.0,1.1,2.2,3.3,0.6,0.8,0.2,0.5,1.7,7.7,0,0,-1.2,2018,1,False,0.29,C,47.1,-11.4,,C,False
Jeff Withey,DAL,28,10,2,8,3.9,1.5,1.6,37.5,1.0,20.0,0.2,50.0,0.1,0.9,1.0,0.0,0.2,0.0,0.3,0.3,3.4,0,0,2.1,2018,0,False,0.2,C,28.6,-33.1,,C,False
Joel Bolomboy,MIL,24,6,3,3,6.3,1.5,1.0,50.0,0.2,0.0,1.0,50.0,1.0,0.7,1.7,0.0,0.3,0.3,0.0,0.5,4.2,0,0,-2.2,2018,0,False,0.5,F-C,71.4,16.5,,F-C,False
Richard Jefferson,DEN,38,20,10,10,8.2,1.5,1.4,44.4,0.4,28.6,0.4,57.1,0.1,0.8,0.9,0.8,0.3,0.1,0.1,0.6,3.8,0,0,-2.1,2018,0,False,0.5,F,47.8,-7.6,,F,False
Vincent Hunter,MEM,23,4,0,4,1.9,1.5,1.3,60.0,0.0,0.0,0.0,0.0,0.5,0.3,0.8,0.0,0.3,0.0,0.3,0.0,2.9,0,0,1.5,2018,0,False,0.0,F,0.0,-53.9,,F,False
Thomas Bryant,LAL,20,15,7,8,4.8,1.5,1.4,38.1,0.7,10.0,0.6,55.6,0.2,0.9,1.1,0.4,0.1,0.1,0.1,0.4,3.9,0,0,-0.6,2018,0,False,0.47,C,75.0,15.2,,C,False
Marcus Georges-Hunt,MIN,24,42,24,18,5.3,1.4,1.1,43.8,0.4,26.7,0.5,61.9,0.2,0.2,0.4,0.2,0.1,0.1,0.0,0.8,2.5,0,0,-0.8,2018,0,False,0.57,G,66.7,8.7,,G,False
Antonius Cleveland,ATL,24,17,7,10,7.2,1.4,1.2,38.1,0.2,75.0,0.4,66.7,0.2,0.6,0.8,0.1,0.4,0.4,0.3,1.4,4.2,0,0,-2.6,2018,0,False,0.41,G,52.6,-2.7,,G,False
Tim Quarterman,HOU,23,3,2,1,4.3,1.3,1.0,33.3,0.7,0.0,0.7,100.0,0.0,1.0,1.0,0.3,0.7,0.0,0.0,0.3,2.4,0,0,-3.3,2018,0,False,0.67,G,33.3,-4.2,,G,False
Markel Brown,HOU,26,4,4,0,7.9,1.3,1.8,28.6,1.3,20.0,0.0,0.0,0.3,1.0,1.3,0.5,0.5,0.0,0.0,1.5,3.0,0,0,-4.3,2018,0,False,1.0,G,45.5,-13.9,,G,False
Omer Asik,CHI,31,18,7,11,10.1,1.2,1.2,40.9,0.0,0.0,0.7,30.8,0.5,2.1,2.6,0.2,0.5,0.1,0.2,1.1,5.1,0,0,-1.8,2018,0,False,0.39,C,61.5,5.2,,C,False
Zhou Qi,HOU,22,18,14,4,6.9,1.2,1.8,18.8,1.1,10.5,0.7,66.7,0.3,0.9,1.2,0.1,0.6,0.1,0.8,0.8,5.0,0,0,-3.7,2018,0,False,0.78,F-C,33.3,-19.4,,F-C,False
Ike Anigbogu,IND,19,11,5,6,2.7,1.2,0.8,44.4,0.0,0.0,0.5,83.3,0.5,0.4,0.8,0.0,0.2,0.1,0.3,0.1,3.1,0,0,-1.3,2018,0,False,0.45,C-F,69.2,19.9,,C-F,False
Darrun Hilliard,SAS,25,14,8,6,6.8,1.1,1.4,26.3,0.4,0.0,0.5,85.7,0.0,0.5,0.5,0.8,0.3,0.1,0.0,0.5,3.1,0,0,0.9,2018,0,False,0.57,G,73.3,19.2,,G,False
Demetrius Jackson,PHI,23,15,12,3,5.3,1.1,1.2,38.9,0.5,14.3,0.1,50.0,0.3,0.5,0.8,0.6,0.7,0.3,0.1,0.5,3.5,0,0,-2.5,2018,0,False,0.8,G,60.0,4.9,,G,False
Kadeem Allen,BOS,25,18,9,9,6.0,1.1,1.2,27.3,0.6,0.0,0.5,77.8,0.2,0.4,0.6,0.7,0.5,0.2,0.1,0.8,3.1,0,0,-1.1,2018,0,False,0.5,G,58.3,2.9,,G,False
Alex Poythress,IND,24,25,10,15,4.2,1.0,1.0,42.3,0.4,36.4,0.0,0.0,0.3,0.4,0.7,0.1,0.1,0.1,0.0,0.6,2.4,0,0,-0.8,2018,0,False,0.4,F,61.5,6.7,,F,False
Derrick Williams,LAL,27,2,1,1,4.3,1.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.6,0,0,-2.5,2018,0,False,0.5,,,,,,False
Georges Niang,UTA,25,9,9,0,3.5,1.0,1.2,36.4,0.4,0.0,0.2,50.0,0.3,0.7,1.0,0.3,0.3,0.2,0.0,0.1,3.0,0,0,-1.4,2018,0,False,1.0,F,75.0,23.8,,F,False
Matt Costello,SAS,24,4,2,2,8.1,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.3,2.0,2.3,0.5,0.3,0.5,0.5,1.8,7.2,0,0,3.8,2018,0,False,0.5,F-C,42.9,-15.8,,F-C,False
P.J. Dozier,OKC,21,2,1,1,1.6,1.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.5,1.1,0,0,-1.5,2018,0,False,0.5,G,50.0,-7.9,,G,False
Reggie Hearn,DET,26,3,3,0,2.2,1.0,0.7,50.0,0.7,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,-1.7,2018,0,False,1.0,,,,,,False
Scotty Hopson,DAL,28,1,0,1,8.4,1.0,1.0,0.0,0.0,0.0,2.0,50.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.5,0,0,-8.0,2018,0,False,0.0,G,100.0,36.5,,G,False
Jake Layman,POR,24,35,22,13,4.6,1.0,1.3,29.8,0.6,20.0,0.1,66.7,0.1,0.3,0.5,0.3,0.1,0.2,0.1,0.4,2.7,0,0,-0.6,2018,0,False,0.63,F,76.9,17.8,,F,False
D.J. Wilson,MIL,22,22,12,10,3.2,1.0,0.7,56.3,0.2,40.0,0.1,50.0,0.1,0.4,0.5,0.1,0.2,0.1,0.0,0.3,2.1,0,0,-1.9,2018,0,False,0.55,F,73.7,18.7,,F,False
Tony Bradley,UTA,20,9,6,3,3.2,0.9,1.2,27.3,0.1,0.0,0.2,100.0,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,2.5,0,0,0.1,2018,0,False,0.67,C,14.3,-40.1,,C,False
Julyan Stone,CHA,29,23,10,13,7.6,0.8,0.6,46.2,0.6,46.2,0.1,50.0,0.0,1.2,1.3,1.1,0.3,0.2,0.1,0.9,4.5,0,0,1.7,2018,0,False,0.43,G,77.8,22.0,,G,False
Jacob Wiley,BKN,23,5,1,4,6.7,0.8,0.8,25.0,0.4,50.0,0.4,50.0,0.4,1.8,2.2,0.4,0.0,0.2,0.0,0.8,4.6,0,0,2.6,2018,0,False,0.2,F,28.6,-24.8,,F,False
Jacob Pullen,PHI,28,3,2,1,2.0,0.7,0.7,50.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.3,0,0,0.0,2018,0,False,0.67,G,100.0,52.9,,G,False
Josh Smith,NOP,32,3,2,1,3.9,0.7,1.3,25.0,0.0,0.0,0.0,0.0,1.0,0.3,1.3,0.0,0.0,0.0,0.0,1.0,2.3,0,0,-3.3,2018,0,False,0.67,,,,,,False
Vander Blue,LAL,25,5,1,4,9.0,0.6,1.0,20.0,0.4,0.0,0.4,50.0,0.0,0.2,0.2,0.6,0.6,0.2,0.0,0.4,1.7,0,0,3.0,2018,0,False,0.2,G,25.0,-26.6,,G,False
Cole Aldrich,MIN,29,21,14,7,2.3,0.6,0.7,33.3,0.0,0.0,0.3,33.3,0.1,0.6,0.7,0.1,0.0,0.1,0.0,0.5,2.0,0,0,-0.1,2018,0,False,0.67,C,80.0,29.0,,C,False
Udonis Haslem,MIA,38,14,9,5,5.1,0.6,1.1,20.0,0.6,12.5,0.1,50.0,0.2,0.5,0.7,0.4,0.1,0.0,0.1,0.2,2.3,0,0,-0.3,2018,0,False,0.64,F,42.9,-13.9,,F,False
London Perrantes,CLE,23,14,8,6,4.7,0.5,0.9,15.4,0.2,0.0,0.4,60.0,0.1,0.2,0.3,0.4,0.1,0.1,0.1,0.4,2.0,0,0,-1.4,2018,0,False,0.57,G,77.8,24.8,,G,False
Xavier Munford,MIL,26,6,2,4,3.5,0.5,1.0,16.7,0.3,0.0,0.3,50.0,0.2,0.0,0.2,0.7,0.3,0.2,0.0,0.7,1.9,0,0,-2.0,2018,0,False,0.33,G,100.0,48.2,,G,False
Charles Cooke,NOP,23,13,8,5,2.9,0.5,1.1,14.3,0.6,12.5,0.2,50.0,0.0,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.9,0,0,-0.7,2018,0,False,0.62,G,66.7,10.0,,G,False
Nate Wolters,UTA,27,5,3,2,3.8,0.4,1.2,16.7,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,1.2,0,0,0.6,2018,0,False,0.6,,,,,,False
Ben Moore,IND,23,2,1,1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,2.0,1.4,0,0,-7.5,2018,0,False,0.5,F,100.0,56.3,,F,False
Chris Boucher,GSW,25,1,1,0,1.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,0,0,-2.0,2018,0,False,1.0,,,,,,False
Erik McCree,UTA,24,4,4,0,1.9,0.0,0.5,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.3,0.0,0.0,0.8,0,0,-2.3,2018,0,False,1.0,,,,,,False
Jarell Eddie,CHI,26,3,1,2,2.9,0.0,0.7,0.0,0.7,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.0,0.3,0.0,0.0,1.4,0,0,0.3,2018,0,False,0.33,G-F,50.0,-4.8,,G-F,False
Josh McRoberts,DAL,31,2,2,0,2.9,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,2018,0,False,1.0,,,,,,False
Luis Montero,DET,25,2,1,1,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0,-2.5,2018,0,False,0.5,,,,,,False
Mindaugas Kuzminskas,NYK,28,1,0,1,1.9,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2018,0,False,0.0,,,,,,False
Nicolas Brussino,ATL,25,4,0,4,2.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0,0,4.3,2018,0,False,0.0,F,100.0,34.2,,F,False
Trey McKinney-Jones,IND,27,1,1,0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,2018,0,False,1.0,,,,,,False
Tyler Lydon,DEN,22,1,1,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-6.0,2018,0,False,1.0,F,0.0,-51.5,,F,False
Xavier Silas,BOS,30,2,1,1,3.7,0.0,1.5,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.5,0.0,0.5,2.7,0,0,0.5,2018,0,False,0.5,G,50.0,-3.8,,G,False
